key,locale,package,origin_text,text
quiz::web.popular_quizzes,fr,metafox/quiz,"Popular Quizzes",
quiz::web.quiz_is_waiting_approve,fr,metafox/quiz,"This quiz is waiting for approval",
quiz::web.quizzes,fr,metafox/quiz,Quizzes,
quiz::web.remove_answer,fr,metafox/quiz,"Remove Answer",
quiz::web.remove_question,fr,metafox/quiz,"Remove Question",
quiz::web.search_quizzes,fr,metafox/quiz,"Search quizzes",
quiz::web.summary,fr,metafox/quiz,Summary,
quiz::web.this_quiz_is_pending_state,fr,metafox/quiz,"This quiz is in pending state",
quiz::web.view_other_results,fr,metafox/quiz,"View Others' Results",
quiz::web.you_have_correct_answer,fr,metafox/quiz,"You have correctly answered <result>result</result> questions",
quiz::web.you_have_reached_maximum_number_allowed_question,fr,metafox/quiz,"You have reached your limit. You are currently unable to create a new question.",
quiz::web.you_have_reached_maximum_number_answers_allowed_question,fr,metafox/quiz,"You have reached the maximum number of answers allowed per question.",
quota::phrase.limit_reached,fr,metafox/quota,"Limit reached",
quota::phrase.permissions,fr,metafox/quota,,
quota::phrase.quota_control,fr,metafox/quota,"Quota Control",
quota::phrase.quota_control_desc,fr,metafox/quota,"Control the maximum number of items that a user can create.",
quota::phrase.quota_control_enable,fr,metafox/quota,"Enable Quota Control",
quota::phrase.quota_control_invalid,fr,metafox/quota,"You have reached your limit. You are currently unable to post new :entity_type.",
quota::phrase.quota_setting,fr,metafox/quota,,
report::mail.report_for_item_is_processed,fr,metafox/report,"Your report for item <b>{item}</b> is processed.",
report::mail.report_processed_subject,fr,metafox/report,"Your report is processed",
report::phrase.abuse_content_title,fr,metafox/report,"Abuse Content",
report::phrase.a_comment_optional,fr,metafox/report,"A comment? (optional)",
report::phrase.already_reported_this_item_type,fr,metafox/report,"Already reported this :item_type.",
report::phrase.are_you_sure_process_this,fr,metafox/report,"Are you sure you want to process this report?",
report::phrase.delete_confirm,fr,metafox/report,"Are you sure you want to permanently delete this report?",
report::phrase.delete_confirm_report_reason,fr,metafox/report,"Are you sure you want to permanently delete this reason?",
report::phrase.ignore_report_successfully,fr,metafox/report,"Item ignored successfully.",
report::phrase.keep_post,fr,metafox/report,"Keep Post",
report::phrase.last_report,fr,metafox/report,"Last Report",
report::phrase.manage_reasons,fr,metafox/report,"Manage Reasons",
report::phrase.manage_reports,fr,metafox/report,"Manage Reports",
report::phrase.permissions,fr,metafox/report,,
report::phrase.please_choose_a_reason_for_this_reported_item,fr,metafox/report,"Please choose a reason for the report",
report::phrase.processed_report_item_notification_type,fr,metafox/report,"Report Item Processed Notification Type",
report::phrase.process_report,fr,metafox/report,"Process Report",
report::phrase.process_successfully,fr,metafox/report,"Reports successfully processed.",
report::phrase.reason_reorder_successfully,fr,metafox/report,"Reason successfully reordered.",
report::phrase.remove_post,fr,metafox/report,"Remove Post",
report::phrase.report,fr,metafox/report,Report,
report::phrase.reported_by,fr,metafox/report,"Reported by",
report::phrase.report_feedback,fr,metafox/report,"Report Feedback",
report::phrase.report_item_aggregate_id,fr,metafox/report,"Reports for #{id}",
report::phrase.report_notification_type,fr,metafox/report,"Report Notifications",
report::phrase.report_reason,fr,metafox/report,"Report Reason",
report::phrase.reports,fr,metafox/report,Reports,
report::phrase.report_title,fr,metafox/report,Report,
report::phrase.successfully_reported,fr,metafox/report,"Reported successfully!",
report::phrase.total_reports,fr,metafox/report,"Total Reports",
report::phrase.unknown_reason,fr,metafox/report,"Unknown Reason",
report::phrase.violence_content_title,fr,metafox/report,"Violence Content",
report::phrase.write_a_comment,fr,metafox/report,"Write a comment...",
report::phrase.you_are_about_to_report_a_violation,fr,metafox/report,"You are about to report a violation of our <a href="":link"" target=""_blank"">Terms of Use</a>.",
report::web.people_who_reported_post,fr,metafox/report,"People who reported this post",
report::web.reported_by,fr,metafox/report,"Reported by",
report::web.report_reason,fr,metafox/report,"Report Reason",
rewrite::phrase.from_path,fr,metafox/rewrite,URL,
rewrite::phrase.rewrite,fr,metafox/rewrite,Rewrite,
rewrite::phrase.rules,fr,metafox/rewrite,Rules,
rewrite::phrase.to_mobile_path,fr,metafox/rewrite,"Mobile URL",
rewrite::phrase.to_path,fr,metafox/rewrite,"To URL",
saved::permission.can_create_saved_desc,fr,metafox/saved,,
saved::permission.can_create_saved_label,fr,metafox/saved,"Can members of this user group save items?",
saved::permission.can_create_saved_list_desc,fr,metafox/saved,,
saved::permission.can_create_saved_list_label,fr,metafox/saved,"Can members of this user group create a collection?",
saved::permission.can_delete_saved_list_desc,fr,metafox/saved,,
saved::permission.can_delete_saved_list_label,fr,metafox/saved,"Can members of this user group delete a collection?",
saved::permission.can_update_saved_list_desc,fr,metafox/saved,,
saved::permission.can_update_saved_list_label,fr,metafox/saved,"Can members of this user group edit a collection?",
saved::phrase.action_cannot_be_done,fr,metafox/saved,"Action cannot be done",
saved::phrase.added_item_to_collection_successfully,fr,metafox/saved,"Added item to collection successfully",
saved::phrase.add_friends,fr,metafox/saved,"Add Friends",
saved::phrase.add_to_collection,fr,metafox/saved,"Add To Collection",
saved::phrase.all_items,fr,metafox/saved,"All Items",
saved::phrase.all_saved_items,fr,metafox/saved,"All saved",
saved::phrase.cannot_remove_this_member,fr,metafox/saved,"Cannot Remove This Member",
saved::phrase.collection_successfully_created,fr,metafox/saved,"Collection successfully created",
saved::phrase.collection_successfully_deleted,fr,metafox/saved,"Collection successfully deleted",
saved::phrase.create_new_collection,fr,metafox/saved,"+ Create New Collection",
saved::phrase.delete,fr,metafox/saved,Delete,
saved::phrase.delete_confirm,fr,metafox/saved,"Are you sure you want to delete this saved item permanently?",
saved::phrase.delete_confirm_saved_list,fr,metafox/saved,"Are you sure you want to delete this saved list permanently?",
saved::phrase.delete_confirm_saved_list_member,fr,metafox/saved,"Are you sure you want to remove this member?",
saved::phrase.edit,fr,metafox/saved,Edit,
saved::phrase.edit_collection,fr,metafox/saved,"Edit Collection",
saved::phrase.enable_saved_in_detail_description,fr,metafox/saved,"Turn on this setting if you want to save to specific collections. Turn off to save an item quickly, no need to select collections.",
saved::phrase.enable_saved_in_detail_label,fr,metafox/saved,"Turn on Saved Item Popup",
saved::phrase.enable_unsaved_in_detail_description,fr,metafox/saved,"Turn on this setting if you want to display confirmation popup. Turn off to hide confirmation popup.",
saved::phrase.enable_unsaved_in_detail_label,fr,metafox/saved,"Turn on Unsaved Item Popup",
saved::phrase.fill_in_the_collection_name,fr,metafox/saved,"Fill in the collection name",
saved::phrase.item_is_marked_as_opened_successfully,fr,metafox/saved,"The Item is marked as opened successfully.",
saved::phrase.item_is_marked_as_unopened_successfully,fr,metafox/saved,"The Item is marked as unopened successfully.",
saved::phrase.item_is_removed_from_collection_successfully,fr,metafox/saved,"Item is removed from collection successfully.",
saved::phrase.leave_collection,fr,metafox/saved,"Leave Collection",
saved::phrase.leave_collection_successfully,fr,metafox/saved,"You leaved collection successfully",
saved::phrase.leave_confirm_saved_list,fr,metafox/saved,"Are you sure you want to leave this collection?",
saved::phrase.mark_as_opened,fr,metafox/saved,"Mark as opened",
saved::phrase.mark_as_unopened,fr,metafox/saved,"Mark as unopened",
saved::phrase.my_collections,fr,metafox/saved,"My collections",
saved::phrase.new_collection,fr,metafox/saved,"New Collection",
saved::phrase.open,fr,metafox/saved,Open,
saved::phrase.opened,fr,metafox/saved,Opened,
saved::phrase.removed_item_from_collection_successfully,fr,metafox/saved,"Removed Item from collection successfully.",
saved::phrase.remove_from_collection,fr,metafox/saved,"Remove from collection",
saved::phrase.remove_from_saved_list,fr,metafox/saved,"Remove from the Saved list",
saved::phrase.remove_member,fr,metafox/saved,"Remove Member",
saved::phrase.remove_member_successfully,fr,metafox/saved,"Remove Member Successfully",
saved::phrase.saved,fr,metafox/saved,Saved,
saved::phrase.saved_items,fr,metafox/saved,"Saved Items",
saved::phrase.saved_notification_type,fr,metafox/saved,"Saved Notification",
saved::phrase.saved_successfully,fr,metafox/saved,":entity_name has been saved successfully",
saved::phrase.search_saved_items,fr,metafox/saved,"Search saved items",
saved::phrase.see_posts_and_items_you_ve_saved,fr,metafox/saved,"See the posts and items you've saved.",
saved::phrase.unopened,fr,metafox/saved,Unopened,
saved::phrase.unsaved_item_successfully,fr,metafox/saved,"Unsaved successfully",
saved::phrase.unsaved_successfully,fr,metafox/saved,":entity_name has been unsaved successfully",
saved::phrase.updated_friend_to_list_successfully,fr,metafox/saved,"Updated Friend To List Successfully",
saved::phrase.view_friends,fr,metafox/saved,"View Friends",
saved::seo.saved,fr,metafox/saved,"Search Results",
saved::seo.saved_desription,fr,metafox/saved,,
saved::seo.saved_heading,fr,metafox/saved,,
saved::seo.saved_keywords,fr,metafox/saved,,
saved::seo.saved_landing_description,fr,metafox/saved,,
saved::seo.saved_landing_heading,fr,metafox/saved,,
saved::seo.saved_landing_keywords,fr,metafox/saved,,
saved::seo.saved_landing_title,fr,metafox/saved,"All Items",
saved::seo.saved_title,fr,metafox/saved,"Search Results",
